Hash,Paths,NS,ND,NF,Entropy,FIX
4cde47cdf30a0f3f97c782e8b13cde0149851143,"[Bugzilla/Hook.pm, Bugzilla/Template/Plugin/Hook.pm, template/en/default/global/code-error.html.tmpl]",2,3,3,1.419556298571613,1,0
5a7a41a7dbae47049cba9f56aa62803668a75d2f,"[docs/xml/administration.xml, docs/xml/installation.xml]",1,1,2,0.5079353563991224,1,0
729911c15cbdb7189ccbc74d69c4ffd302b4976e,[docs/xml/customization.xml],1,1,1,0.0,1,0
51f3378e9184eb656fc0382f69158be0bb251441,[editproducts.cgi],1,1,1,0.0,1,0
008b6331d0644e6337033844e91f6ea50886da18,"[docs/xml/administration.xml, docs/xml/installation.xml]",1,1,2,0.4580949243675911,1,0
7ba949a01174d500048faf047c70e6f437b5917e,[docs/xml/using.xml],1,1,1,0.0,1,0
7f8afde4188d4b1740a8ca2bb22abc0ef11c2972,[editproducts.cgi],1,1,1,0.0,1,0
a681fb970602ee8c97643c713e8c7c2e8f44e408,[docs/xml/using.xml],1,1,1,0.0,1,0
d1f013547256a84296b8f54cbd64b8fcf380e8cc,[docs/xml/using.xml],1,1,1,0.0,1,0
ce1d7492201df9682aa1aac92711de188415e3d3,[docs/xml/using.xml],1,1,1,0.0,1,0
a1ce7f3b73394f9f2884b321e588ef96da6916c9,[docs/xml/using.xml],1,1,1,0.0,1,0
70ce6a26fd63b4d77e765020b7623eb1739c5a2d,[docs/xml/using.xml],1,1,1,0.0,1,0
ca39f052a46b20d99b749770293f2446fe54e32c,[docs/xml/using.xml],1,1,1,0.0,1,0
edb0d8a83f94888db0c15dabb73acd775c015aa1,[docs/xml/using.xml],1,1,1,0.0,1,0
c8287c54864579846adde95750d904a8d6595aec,[docs/xml/using.xml],1,1,1,0.0,1,0
d260e1b55580bd974f6bdcff24c1623ddfc9e5cd,"[docs/xml/Bugzilla-Guide.xml, docs/xml/installation.xml]",1,1,2,0.9182958340544894,1,0
b5c1b199e4cd665b94959ae92b85e2694abc8f1d,[docs/xml/using.xml],1,1,1,0.0,1,0
2f7186611cfb3d8cd98cb1b205cd9a7c77b3d6ee,[docs/xml/using.xml],1,1,1,0.0,1,0
576a54b7a7f062af2f67bf4ea7de851df1bdb6ed,[docs/xml/installation.xml],1,1,1,0.0,1,0
a561808037d7a44b0022bdb952b8c946992fa4b9,[docs/xml/using.xml],1,1,1,0.0,1,0
4bd7106cba662a86aa20fb44994e597315de9587,[docs/xml/using.xml],1,1,1,0.0,1,0
16081972ed618d3f7315b3ee0f239544e25d1b9c,[docs/xml/installation.xml],1,1,1,0.0,1,0
f468ea2b4517132252345b73ce16ee80ff479b38,[docs/xml/administration.xml],1,1,1,0.0,1,0
bea7b4fa47468de4eb33aa49893a0855f9aaf63f,[docs/xml/installation.xml],1,1,1,0.0,1,0
52f5ee8ff5fad2859c665a8eb957c8e233096921,[docs/xml/security.xml],1,1,1,0.0,1,0
5e7262a8f9029d3b67d2bab8b4f915a095dd807c,[docs/xml/security.xml],1,1,1,0.0,1,0
5de47d3d121706992ad3675536c21d671e4d25ad,[docs/xml/Bugzilla-Guide.xml],1,1,1,0.0,0,0
bd57fa4c44d760f2021cd268e0a70f72e80ac749,[docs/xml/security.xml],1,1,1,0.0,1,0
5d3ad0b25231144c712f7ab1405465c9d4d4343c,[docs/xml/administration.xml],1,1,1,0.0,1,0
1a18ed133c015a3f85b1b4b3413333d3f85f342c,[docs/xml/administration.xml],1,1,1,0.0,1,0
00f52b17e6845d2864e1bd49fef2d48471281b6a,[docs/xml/security.xml],1,1,1,0.0,1,0
948d4059b9dcaa3c0d7471c9665b8f566b4878b2,[docs/xml/security.xml],1,1,1,0.0,1,0
2158e290d50de054414293428939f8aef20b56e7,[docs/xml/administration.xml],1,1,1,0.0,1,0
9c90fd9539b3cda5316acf94b974bcb1a88c1656,[docs/xml/administration.xml],1,1,1,0.0,1,0
75c07fd9bd81c44bc082e342c51faf2b567b7b0a,[docs/xml/security.xml],1,1,1,0.0,1,0
7191c055e1b9665ce936ee8d9bc1a86a6e6b66c9,[docs/xml/security.xml],1,1,1,0.0,1,0
b48bb30b5531dc67d199b5f773fa54a77016dc38,[docs/xml/security.xml],1,1,1,0.0,1,0
71c31380b3166c595ee31c892bbd769898dfb861,[docs/xml/using.xml],1,1,1,0.0,1,0
fcb0c2b3deeebab774e2876bb8b0ea30d42e30cc,[docs/xml/glossary.xml],1,1,1,0.0,1,0
c24188e41466f28268042f4f374f4f83092ddbfe,[docs/xml/administration.xml],1,1,1,0.0,1,0
f95fb14429da4f98ee4e23fcf1d931b682b4bdc0,[docs/xml/glossary.xml],1,1,1,0.0,1,0
3527459a5cfc6a2ca1e74cac2266913626e16430,[docs/xml/using.xml],1,1,1,0.0,1,0
d0f72ec0dedb7b93b2ee65a798063d216d56ee1e,[docs/xml/glossary.xml],1,1,1,0.0,1,0
e80b2192db1ed0f5c02506fc393d469885932159,[docs/xml/glossary.xml],1,1,1,0.0,1,0
f091abe2247a5972ea23a4ddaf72d3c3950e9a04,[docs/xml/glossary.xml],1,1,1,0.0,1,0
82f59768eb3bc9a5d12c69a49e615ea861924fd8,[docs/xml/using.xml],1,1,1,0.0,1,0
775221a0c5297015c47b8e9e0f5cec28700f1300,[docs/xml/glossary.xml],1,1,1,0.0,1,0
12f6fafcb319416688c31dcff79291a57a0c83b5,[docs/xml/glossary.xml],1,1,1,0.0,1,0
9eeb5c33f2d6de3b8fdea45f969f1c933a3b7993,[docs/xml/glossary.xml],1,1,1,0.0,1,0
80f41e532da097f1c3c120f209db0088975173db,[docs/xml/glossary.xml],1,1,1,0.0,1,0
7ca84b83163d3cce952fdbb0987a083f64dde7c4,[docs/xml/glossary.xml],1,1,1,0.0,1,0
e437d37795e9dd620c416e34cc683af29030ba11,[docs/xml/glossary.xml],1,1,1,0.0,1,0
235cbc55e29c4b95a21b6ee0791f8e865bb8b99d,[docs/xml/glossary.xml],1,1,1,0.0,1,0
97ba2aec4cca0bb825cd4c2509ee759e87d4b5a3,[docs/xml/using.xml],1,1,1,0.0,1,0
033ef6f0848d36a3455da20de81412431f45f955,[docs/xml/security.xml],1,1,1,0.0,1,0
7a213fade92ba4aea7cc0bfbbe6e698cd51d4df7,[docs/xml/faq.xml],1,1,1,0.0,1,0
d856869b5dace44be0950838d6f2533b840cf9df,[docs/xml/glossary.xml],1,1,1,0.0,1,0
55693cded3d70ed845454850236435959af08db9,[docs/xml/using.xml],1,1,1,0.0,1,0
bbaeab1cef5bda43fd570031c77d7aa1cf328626,[docs/xml/security.xml],1,1,1,0.0,1,0
584116037502c4724f90e59ed840d359927ba0d6,[docs/xml/faq.xml],1,1,1,0.0,1,0
877a6c19c0974eb7e51856b7a2314dbee6079893,"[globals.pl, post_bug.cgi]",1,1,2,0.9774178175281716,1,0
b5b0b1a9c7f7d29ed966fc0d08969ecf1b677a56,[docs/xml/using.xml],1,1,1,0.0,1,0
4d01f893560693ed395202990fc56f6850cce167,[docs/xml/faq.xml],1,1,1,0.0,1,0
68ec63d2ed739c28929e4ece7e068d54780d02f5,[docs/xml/security.xml],1,1,1,0.0,1,0
9fcdc67a551a089ebd926a560580e77c58c8ae21,"[Bugzilla/Group.pm, editgroups.cgi, editproducts.cgi, globals.pl]",2,2,4,1.5151991655441173,1,0
bba5429d46871eac573e6e93917013ada3379d94,[docs/xml/faq.xml],1,1,1,0.0,1,0
c67f8c510ca7ec8f5c18e6e0d74a3a8b74f3031a,[docs/xml/security.xml],1,1,1,0.0,1,0
743a3c34ce6293ad6bc6998f62cc347db2238bb9,[t/012throwables.t],1,1,1,0.0,1,0
76bdbf734b5fabb9e5408f23ffaf7f7554697bd6,[docs/xml/administration.xml],1,1,1,0.0,1,0
29fcd0e893b07d477c53ac0eadf59570440c38ee,],0,0,0,0.0,1,0
bf646df2bc21afc10dc0b074b13c8742ef43d461,"[editcomponents.cgi, editmilestones.cgi, editversions.cgi, template/en/default/admin/components/confirm-delete.html.tmpl, template/en/default/admin/components/create.html.tmpl, template/en/default/admin/components/created.html.tmpl, template/en/default/admin/components/deleted.html.tmpl, template/en/default/admin/components/edit.html.tmpl, template/en/default/admin/components/footer.html.tmpl, template/en/default/admin/components/list.html.tmpl, template/en/default/admin/components/updated.html.tmpl, template/en/default/admin/milestones/confirm-delete.html.tmpl, template/en/default/admin/milestones/create.html.tmpl, template/en/default/admin/milestones/created.html.tmpl, template/en/default/admin/milestones/deleted.html.tmpl, template/en/default/admin/milestones/edit.html.tmpl, template/en/default/admin/milestones/footer.html.tmpl, template/en/default/admin/milestones/list.html.tmpl, template/en/default/admin/milestones/updated.html.tmpl, template/en/default/admin/versions/confirm-delete.html.tmpl, template/en/default/admin/versions/create.html.tmpl, template/en/default/admin/versions/created.html.tmpl, template/en/default/admin/versions/deleted.html.tmpl, template/en/default/admin/versions/edit.html.tmpl, template/en/default/admin/versions/footer.html.tmpl, template/en/default/admin/versions/list.html.tmpl, template/en/default/admin/versions/updated.html.tmpl, template/en/default/filterexceptions.pl, template/en/default/global/user-error.html.tmpl]",2,6,29,4.6983004462647235,1,0
7a9dd6a309de75a2f4747b59cd266c40be5f3b55,],0,0,0,0.0,1,0
573bee5e90732102f90ecc0085796dfab3c9793e,[docs/xml/administration.xml],1,1,1,0.0,1,0
76fe474411b9adb09fed81d8141e40027df3bb8b,[t/012throwables.t],1,1,1,0.0,1,0
620bb51b19bf6bf5c3bced099fc8a65aa1438267,"[editflagtypes.cgi, template/en/default/admin/flag-type/list.html.tmpl]",2,2,2,0.9932338197397066,1,0
41e3d85bc3339af17852b901f316d23d25b8ce18,"[template/en/default/attachment/create.html.tmpl, template/en/default/bug/create/create-guided.html.tmpl, template/en/default/bug/create/create.html.tmpl, template/en/default/bug/edit.html.tmpl, template/en/default/global/user-error.html.tmpl, template/en/default/list/edit-multiple.html.tmpl, template/en/default/pages/linkify.html.tmpl]",1,6,7,2.4040097573248596,1,0
1bbcdd0bdb343b9329ec976a6783d0bd81b83a2d,[docs/xml/administration.xml],1,1,1,0.0,1,0
8336d92eaa4fb3c1c383ce10a6eae788f3765608,"[t/012throwables.t, template/en/default/global/code-error.html.tmpl]",2,2,2,0.1635511043765365,1,0
2ba411e9446f9d0ba1cd1e0f555387d346db5001,"[Bugzilla/BugMail.pm, showattachment.cgi, template/en/default/attachment/show-multiple.html.tmpl, template/en/default/bug/activity/table.html.tmpl]",3,4,4,1.7924812503605778,1,0
975d84d9d38de001a86ffc86c899082c92605c9a,"[template/en/default/attachment/create.html.tmpl, template/en/default/bug/create/create-guided.html.tmpl, template/en/default/bug/create/create.html.tmpl, template/en/default/bug/edit.html.tmpl, template/en/default/list/edit-multiple.html.tmpl, template/en/default/pages/linkify.html.tmpl]",1,5,6,2.1609640474436813,1,0
d07e9dbf8c0dd3e896c1284e17e373f84b7343e2,[docs/xml/administration.xml],1,1,1,0.0,1,0
6efc4495cf42c61f31397374618ea55bd31a9983,"[globals.pl, process_bug.cgi]",1,1,2,0.9910760598382222,1,0
8de64c701e34791c6a0b22c9ffdef71a8c1a759b,"[checksetup.pl, docs/xml/Bugzilla-Guide.xml, t/001compile.t]",3,3,3,1.2516291673878228,1,0
c128d5e1b3f31913292d9cd2d1923c551f32cfcf,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
40034f8495decfe8a602eefa8e935d65e98847e0,"[template/en/default/attachment/create.html.tmpl, template/en/default/bug/create/create-guided.html.tmpl, template/en/default/bug/create/create.html.tmpl, template/en/default/bug/edit.html.tmpl, template/en/default/list/edit-multiple.html.tmpl, template/en/default/pages/linkify.html.tmpl]",1,5,6,2.1609640474436813,1,0
1c6cdeb438090d516153bb232309f0d4d900d334,[template/en/default/sidebar.xul.tmpl],1,1,1,0.0,1,0
2f74c1e6b0772c97a1dbe80af56a54271f66dc70,"[template/en/default/attachment/create.html.tmpl, template/en/default/bug/create/create-guided.html.tmpl, template/en/default/bug/create/create.html.tmpl, template/en/default/bug/edit.html.tmpl, template/en/default/list/edit-multiple.html.tmpl, template/en/default/pages/linkify.html.tmpl]",1,5,6,2.1609640474436813,1,0
975b2688b862a89f302a77b9a42c8f794fed13a8,[template/en/default/sidebar.xul.tmpl],1,1,1,0.0,1,0
fb111f6ada2afcc15d2580a16a4879cda2b22bf9,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
e27b9ebd99fd6e17e28264aefd1f86f1c512ffeb,[template/en/default/sidebar.xul.tmpl],1,1,1,0.0,1,0
e18fc0143c0e6baf3128fc69f605462c544c6def,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
fde9d2fecae2c1e141626a598e48323d8d39d3c8,[globals.pl],1,1,1,0.0,1,0
1ad86477368357ad219fe1fdc796913effdd0116,[Bugzilla/Template.pm],1,1,1,0.0,1,0
6c16eddbad9bcef7d7b2d51dc274451a152524fe,"[Bugzilla/Bug.pm, Bugzilla/Version.pm, buglist.cgi, config.cgi, enter_bug.cgi, globals.pl, post_bug.cgi, process_bug.cgi, query.cgi, template/en/default/search/form.html.tmpl]",3,3,10,2.632574689010733,1,0
ceb548fb9b6770c20b6d1e885b615f6f45a3e416,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
dd167ee816eedcdfe0d3c2f8bcd7c5807bdf3018,[Bugzilla/Auth/Login/WWW/CGI.pm],1,1,1,0.0,1,0
6fef5b2a964f78b4cdc101149d6838c5e30c2364,"[Bugzilla/Auth/Verify/LDAP.pm, Bugzilla/Component.pm, Bugzilla/Template/Plugin/Hook.pm]",1,3,3,1.5,1,0
a7ba1976e060644746c79146a2db236edbe7d225,"[template/en/default/attachment/create.html.tmpl, template/en/default/bug/create/create-guided.html.tmpl, template/en/default/bug/create/create.html.tmpl, template/en/default/bug/edit.html.tmpl, template/en/default/list/edit-multiple.html.tmpl, template/en/default/pages/linkify.html.tmpl]",1,5,6,2.1609640474436813,1,0
08d80bb27d292ef41322143d14ceda48367f73ba,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
e666453a0fc822bbb9b5325197a50be981f5ba4a,[docs/xml/about.xml],1,1,1,0.0,1,0
9c74c9c1927c6fd0b293353716d5d8629a560aea,"[Bugzilla/Auth/Verify/LDAP.pm, Bugzilla/Template/Plugin/Hook.pm]",1,2,2,1.0,1,0
f38c390dbe266d90393d0ae1ab73f0033c3fa234,[docs/xml/about.xml],1,1,1,0.0,1,0
9eb88d695e6eef478f301ea0fa04fa3faa1400d0,[docs/xml/installation.xml],1,1,1,0.0,1,0
5402418a02644f7317981961b7a469c02faac302,[docs/xml/about.xml],1,1,1,0.0,1,0
10149157fd6f186253ee6151ae6fdce22e956c07,[docs/xml/faq.xml],1,1,1,0.0,1,0
2fcab721d1df9d932826323847eb4cd1f2693d77,[docs/xml/patches.xml],1,1,1,0.0,1,0
cb931593dc8d8a7faf91bbe3223a70007d1f7752,[docs/xml/about.xml],1,1,1,0.0,1,0
d698869262bf824f5cab3cf8fcd02871067c6f3b,[docs/xml/installation.xml],1,1,1,0.0,1,0
3062d92e91186171e84efefa0255f4be5ca49966,[docs/xml/faq.xml],1,1,1,0.0,1,0
21f1b88f08ee7aff677432bcd06184beee944947,[docs/xml/patches.xml],1,1,1,0.0,1,0
4af354f7d92acb59fded4dc22b045ee75d6331c1,[docs/xml/customization.xml],1,1,1,0.0,1,0
770af679992d9106c0c5da6782f577bcabff8980,[docs/xml/about.xml],1,1,1,0.0,1,0
9001bc09e76809c76f22c9876ccbfe2701714cf3,[docs/xml/faq.xml],1,1,1,0.0,1,0
4000bd57c73c78bbd88b3a9877a6d9da7c0047ed,[docs/xml/patches.xml],1,1,1,0.0,1,0
ca2661b06d2cba2283748d3b163f74450b8fdf59,[docs/xml/installation.xml],1,1,1,0.0,1,0
837ece283115ccfddc98e7f13f6050f8576a41be,[docs/xml/faq.xml],1,1,1,0.0,1,0
605a75437120ba9b29129026c7c9444e853f8106,[docs/xml/patches.xml],1,1,1,0.0,1,0
0b1cf06861917c96c01e083640a9accddc1a38ff,[docs/xml/customization.xml],1,1,1,0.0,1,0
92d1e8e22643ff141b4c530d0100ad3a11676a86,"[Bugzilla/Auth/Verify/LDAP.pm, template/en/default/admin/params/ldap.html.tmpl]",2,2,2,0.49123734182433315,1,0
6c4d4704d98c9a36821c80087a6602e5a7dba72a,[docs/xml/customization.xml],1,1,1,0.0,1,0
0797f01d43f36e5db06b44b424b374dddc0417e0,[docs/xml/installation.xml],1,1,1,0.0,1,0
6389cfec1a2a5cf85eb8ade1b4d068c1218d6b2c,[docs/xml/customization.xml],1,1,1,0.0,1,0
834544eab3222236da2efaedc27371c4d80ce714,[docs/xml/customization.xml],1,1,1,0.0,1,0
6c3686bbc8a7abe68b7137d52784e47e0269ddf3,[docs/xml/using.xml],1,1,1,0.0,1,0
b763ca2c0628c515570d847ce6c248bc9626a431,[docs/xml/database.xml],1,1,1,0.0,1,0
4fcd2c8dec31a0767ba05a0200f85c0d8d032a9d,[docs/xml/customization.xml],1,1,1,0.0,1,0
75573cd524674f45068ece62afed02946a8ee6b1,[docs/xml/using.xml],1,1,1,0.0,1,0
54d2ee6c9e8909831448bf5380398595121fe326,[docs/xml/customization.xml],1,1,1,0.0,1,0
c5a2bc514e19837cf7708d43d9a1b075ae7bfb52,[docs/xml/customization.xml],1,1,1,0.0,1,0
75ca0c26583b8b5776cc25734c994ffbdaa3de02,[docs/xml/customization.xml],1,1,1,0.0,1,0
b39e01569920ac547b35550026d1e75475e5a274,[docs/xml/using.xml],1,1,1,0.0,1,0
e004779e2f01fbba3ea32fe555b26eaf8f8b614e,[docs/xml/customization.xml],1,1,1,0.0,1,0
c3b87510afc6cc0c96d26514ef82c208be5a50eb,[docs/xml/customization.xml],1,1,1,0.0,1,0
fb14b4f12237121793e7b31715c9a0e896a573a5,[docs/xml/customization.xml],1,1,1,0.0,1,0
ae5501fc3c0ee871feb4350455ca710c4c397949,[docs/xml/customization.xml],1,1,1,0.0,1,0
46f46eb5c284f70eb5e194051a1a7054d901f95d,[t/008filter.t],1,1,1,0.0,1,0
5149b5e6206ee5b87941bf6f7a02785241f14f71,[t/008filter.t],1,1,1,0.0,1,0
50292d52038dae9de7986f45de60133e4d591b49,[template/en/default/bug/process/midair.html.tmpl],1,1,1,0.0,1,0
eb411e0d6a8848ff925ca13f42a04da1a7591284,[docs/xml/customization.xml],1,1,1,0.0,1,0
50fb815da06e559a3d93df5c751f21ac9d0c452c,[editparams.cgi],1,1,1,0.0,1,0
0ee6a1b155e14b31b2b5875d3c928332a1485f26,[t/008filter.t],1,1,1,0.0,1,0
489040c510eb5b69db1efa06256f1ea7eea50a7c,[template/en/default/list/list.html.tmpl],1,1,1,0.0,1,0
e4712ae1fa192e0a33df6ce6dd7d48f4dc450a14,[editparams.cgi],1,1,1,0.0,1,0
93ed3ae8b3523b9e62597d1cc49de1f715648925,"[Bugzilla/Bug.pm, Bugzilla/BugMail.pm, Bugzilla/Constants.pm, Bugzilla/Search.pm, Bugzilla/Search/Quicksearch.pm, Bugzilla/Template.pm, buglist.cgi, checksetup.pl, config.cgi, editproducts.cgi, globals.pl, importxml.pl, process_bug.cgi, sanitycheck.cgi, showdependencygraph.cgi, showdependencytree.cgi, votes.cgi]",2,3,17,3.6645708419680214,1,0
88f0442c7c99176b49be4b6798e88005c6266216,"[template/en/default/filterexceptions.pl, template/en/default/sidebar.xul.tmpl]",1,1,2,0.9852281360342515,1,0
63e1153fc8d019a196e83a343fad5f13872a5c42,[buglist.cgi],1,1,1,0.0,1,0
c5370da7ff3b8021bd35829458f39cb674853870,[t/008filter.t],1,1,1,0.0,1,0
63060b90dd4c2e0b4f8839b8390b4932f983e599,[t/008filter.t],1,1,1,0.0,1,0
a13a1f0ff55fe8d24e6ee6b84c85aa8f96d9816d,[template/en/default/bug/process/midair.html.tmpl],1,1,1,0.0,1,0
83d3f2a4d652fc80b04e24b7b602f1b022a8df6e,[template/en/default/bug/process/midair.html.tmpl],1,1,1,0.0,1,0
517c97d71472b9ab87cc9a78e48fa0156e9d1fea,[template/en/default/bug/process/midair.html.tmpl],1,1,1,0.0,1,0
44769952688f9ef36fabec6d0267ecfec3ddefcc,[Bugzilla/Search.pm],1,1,1,0.0,1,0
18a03771df23c6ebcb60f1168fba30e70f122ac4,"[Bugzilla/BugMail.pm, Bugzilla/Config/MTA.pm]",1,2,2,0.10106696361212415,1,0
f4ec7d28bc7b7a21cf0d1decf8f3831d0486496b,[Bugzilla/Keyword.pm],1,1,1,0.0,1,0
5ce63a09c5771f16e33830981534bc392f4b67f7,[request.cgi],1,1,1,0.0,1,0
3cacaab9c9b2d09970fcf901d554d06f0ef16ce2,[template/en/default/attachment/create.html.tmpl],1,1,1,0.0,1,0
7ea7aecde509376b88ca1f289129827f55c24c27,[Bugzilla/Search.pm],1,1,1,0.0,1,0
65e2e0e8843352abd8950033bb5b418b9a290f4c,"[Bugzilla/Token.pm, Bugzilla/User.pm]",1,1,2,0.9831491282282878,1,0
1ba8d550ecac08022c2735af3e5f8c4aa1b49055,[request.cgi],1,1,1,0.0,1,0
efacaaf6ee6b79fca5f256bc29c338b9e51e8c5d,"[editgroups.cgi, template/en/default/admin/groups/deleted.html.tmpl, template/en/default/global/user-error.html.tmpl]",2,3,3,1.256614612923708,1,0
c8ce485375ce2831fe7fc6fc9f1bd71efb86ec56,[template/en/default/attachment/create.html.tmpl],1,1,1,0.0,1,0
c11e84cebad0986b22d0b9d29e0892189f5f8aac,[Bugzilla/Token.pm],1,1,1,0.0,1,0
ebcf2fb8a8420f03a732e78599dc62f64bf05d2c,[Bugzilla/Search.pm],1,1,1,0.0,1,0
a2eca825a00b33912ec60f797d1112115772ec30,"[Bugzilla/Bug.pm, Bugzilla/Keyword.pm, Bugzilla/Search.pm, Bugzilla/Search/Quicksearch.pm, buglist.cgi, colchange.cgi, config.cgi, enter_bug.cgi, globals.pl, importxml.pl, post_bug.cgi, process_bug.cgi, query.cgi, show_bug.cgi, template/en/default/bug/edit.html.tmpl]",3,4,15,2.0978184293535693,1,0
ea17e142c5475b8e916a9efd49d6f1f3a2a4feff,[template/en/default/attachment/create.html.tmpl],1,1,1,0.0,1,0
a17c894042669a624c8381fed63babe2e75fdc6d,[Bugzilla/User.pm],1,1,1,0.0,1,0
081426c2cb0ccb5ffd0693354a0a8ff6ffe6b740,[Bugzilla/User.pm],1,1,1,0.0,1,0
17a4f451ba9233a9b6c7b1b0b0e91e203e89a4d9,[Bugzilla/User.pm],1,1,1,0.0,1,0
c599998a026424dee27b0153b8f5fef383d58cf5,[Bugzilla/Search.pm],1,1,1,0.0,1,0
5c262688d87ea1fd9f8538c5f720d907b3dde792,[template/en/default/whine/multipart-mime.txt.tmpl],1,1,1,0.0,1,0
cc6488a1aa37b2b745496aa2619c5ea63f1318fc,[Bugzilla/User.pm],1,1,1,0.0,1,0
e7e6e5166aa1c24d19f6063ee8974dd2cbf3ff60,[Bugzilla/User.pm],1,1,1,0.0,1,0
cae94656cbc75ecc88c4fa5cba5aea140d8403d0,[template/en/default/whine/multipart-mime.txt.tmpl],1,1,1,0.0,1,0
d19c2c5203d27955941e51bf75415c88e611b7b4,[globals.pl],1,1,1,0.0,1,0
5ba1e26a3ccaa529133a425dc1e994e9698b8966,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
577a3b3540fa2331e41f51cc2a2201ce902df289,"[describecomponents.cgi, enter_bug.cgi, template/en/default/filterexceptions.pl, template/en/default/global/choose-product.html.tmpl, template/en/default/reports/components.html.tmpl]",2,4,5,1.8470658248768868,1,0
311eb45dbd343068dce41bb44dd8db9f8108cf7e,"[Bugzilla/Version.pm, collectstats.pl, config.cgi, editflagtypes.cgi, globals.pl, post_bug.cgi, query.cgi, template/en/default/admin/flag-type/edit.html.tmpl]",3,3,8,2.5776620667123704,1,0
2b29466fc52e28ee7809e96a70681075ebb53ec3,[template/en/default/whine/multipart-mime.txt.tmpl],1,1,1,0.0,1,0
0f3a9f4b320a7068a9f776b3e0ea4dad3df3d448,[Bugzilla/User.pm],1,1,1,0.0,1,0
e0946fe716dffb0852494c09c436b099fe593697,"[Bugzilla/Group.pm, editgroups.cgi, editproducts.cgi]",2,2,3,0.8683927290103627,1,0
c208721fb10c6fecf804b2dfe6fb7d729b1b5ac1,[docs/xml/using.xml],1,1,1,0.0,1,0
5507569d329e29de8277c8132b655cbd31089837,[Bugzilla/User.pm],1,1,1,0.0,1,0
cc3f3ae0dcd21ea6b6b99cbefb4785e947bb495f,[docs/xml/using.xml],1,1,1,0.0,1,0
436cb8384c333363af850532f943b289bf0746b9,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
1e8578f76866537a192cb78eefa8f771cf722cae,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
2ceb55fc6cc6cdd71620baf207ff370ff9771c1b,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
2cb3a45411185a74621cc4f2196fc110c29d52b7,[docs/xml/using.xml],1,1,1,0.0,1,0
96ed0530c5cb91a55823551e016279e41ae9c1b0,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
a8437920c1896943238002289986dff855d61bfd,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
1dce122726a76e7832ecaa9e8d4b98354fdb6ec1,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
21f9f93fc8a01135294244d8cc39d0ec469cb7f3,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
4114528a56ea1a6c7e273dbae9d3722982c66cdd,[docs/xml/using.xml],1,1,1,0.0,1,0
c54e488c3e86b99838a892136d3e3893d4788401,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
58bae6d7aa1440f3992b4a6f16483684f0c45b8f,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
f9b44a9951ab335f03f80e96850f188817ed4011,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
0bc648d4e13f2f54de9ab08a40b7a75b4179e7c5,[request.cgi],1,1,1,0.0,1,0
9ded303877f4e6e2f719fb3da19e423605f648ca,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
d9d7c1c44820cb866e3214f1a34a5dfcbc851ee1,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
60720d6c4768e932e33d49ef3bbee91c13dc81aa,"[process_bug.cgi, template/en/default/bug/knob.html.tmpl, template/en/default/global/user-error.html.tmpl]",2,3,3,1.2302372870750864,1,0
3eb707856cf32652e40dce8eb1f6356d9df5958f,[template/en/default/account/cancel-token.txt.tmpl],1,1,1,0.0,1,0
90a0410767f7c4a10d05b5b6ba44b2ad638e6eaa,"[Bugzilla/CGI.pm, query.cgi]",2,2,2,0.8112781244591328,1,0
b0b4c4fce29ca6ea88675165f2e7f6100609e9e7,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
7fb931a4b7b69173849575d4bb6859c5ca05834f,[.cvsignore],1,1,1,0.0,1,0
725e716dc49ecc1d27eae7431f01d2ff193b5286,[buglist.cgi],1,1,1,0.0,1,0
f5c61f2184b3d93768eacfd676a5513caabcc1a5,"[editcomponents.cgi, editgroups.cgi, editproducts.cgi, editusers.cgi, editversions.cgi, process_bug.cgi, votes.cgi]",1,1,7,2.5462033382433535,1,0
ba6198ce40b20fa79de787ea06ff7a447417cd3d,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
9fc0498b4a52faf9b8651076091c9d2f5ad9ea49,"[Bugzilla/BugMail.pm, Bugzilla/Config/MTA.pm]",1,2,2,0.9612366047228758,1,0
